Ensambel	Gene Name	Gene Type	Normal-1	Normal-2	Normal-3	Normal-4	Tumor-1	Tumor-2	Tumor-3	Tumor-4
19628	ENSG00000203711.14	C6orf99	lncRNA	12	36	172	35	10	55	106	14
19629	ENSG00000203721.7	LINC00862	lncRNA	1	13	51	12	11	16	140	24
19630	ENSG00000203722.8	RAET1G	protein_coding	583	61	32	4	1505	10	35	6
19631	ENSG00000203724.11	C1orf53	protein_coding	56	68	156	75	65	85	603	8
19632	ENSG00000203727.4	SAMD5	protein_coding	3448	4310	1219	859	66	424	10187	245
19633	ENSG00000203729.8	LINC00272	lncRNA	0	0	1	0	0	0	0	1
19634	ENSG00000203730.3	TEDDM1	protein_coding	4	6	5	5	3	2	21	2
19635	ENSG00000203733.5	GJE1	protein_coding	0	0	1	0	0	0	0	0
19636	ENSG00000203734.12	ECT2L	protein_coding	21	68	21	21	13	18	49	36
19637	ENSG00000203737.5	GPR52	protein_coding	1	7	1	1	2	7	19	6
19638	ENSG00000203739.4	PRDX6-AS1	lncRNA	95	331	171	67	85	88	518	240
19639	ENSG00000203740.4	METTL11B	protein_coding	0	0	10	0	11	0	7	0
19640	ENSG00000203747.12	FCGR3A	protein_coding	10	228	5519	109	739	1246	582	81
19641	ENSG00000203756.8	TMEM244	protein_coding	0	0	3	0	1	3	3	1
19642	ENSG00000203757.2	OR6K3	protein_coding	0	0	2	0	0	0	1	0
19643	ENSG00000203758.4	OR10T1P	unprocessed_pseudogene	0	0	0	0	0	0	0	0
19644	ENSG00000203760.9	CENPW	protein_coding	266	164	1460	194	1157	547	486	88
19645	ENSG00000203761.5	MSTO2P	unprocessed_pseudogene	54	221	254	155	93	135	377	93
19646	ENSG00000203772.7	SPRN	protein_coding	13	57	51	15	26	26	89	31
19647	ENSG00000203778.8	FAM229B	protein_coding	91	266	368	243	37	106	350	652
19648	ENSG00000203780.12	FANK1	protein_coding	171	437	120	218	107	28	130	116
19649	ENSG00000203781.4	S100A7P1	unprocessed_pseudogene	0	0	0	1	1	0	0	0
19650	ENSG00000203782.6	LORICRIN	protein_coding	162	8	0	2	9	14	4	0
19651	ENSG00000203783.5	PRR9	protein_coding	1	5	1	0	2880	0	3	0
19652	ENSG00000203784.3	LELP1	protein_coding	0	0	0	0	10	0	0	0
19653	ENSG00000203785.9	SPRR2E	protein_coding	13772	7316	24	0	50510	0	0	1
19654	ENSG00000203786.6	KPRP	protein_coding	13218	346	0	0	628	0	3	0
19655	ENSG00000203791.15	EEF1AKMT2	protein_coding	114	806	562	279	304	264	840	300
19656	ENSG00000203795.3	FAM24A	protein_coding	0	0	4	0	2	0	7	0
19657	ENSG00000203797.12	DDO	protein_coding	22	73	94	22	5	229	21	112
19658	ENSG00000203799.13	CCDC162P	transcribed_unitary_pseudogene	12	451	1716	74	581	735	2885	61
19659	ENSG00000203801.8	LINC00222	lncRNA	0	17	7	7	1	6	37	8
19660	ENSG00000203804.5	ADAMTSL4-AS1	lncRNA	22	91	47	32	28	31	107	47
19661	ENSG00000203805.11	PLPP4	protein_coding	1	15	131	4	120	14	4	24
19662	ENSG00000203808.12	BVES-AS1	lncRNA	9	27	21	41	4	5	181	166
19663	ENSG00000203809.7	LIN28B-AS1	lncRNA	1	0	0	0	0	1	25	0
19664	ENSG00000203811.1	H3C14	protein_coding	46	6	72	2	3	2	44	26
19665	ENSG00000203812.2	H2AC18	protein_coding	9	1	12	5	49	3	13	1
19666	ENSG00000203814.6	H2BC18	protein_coding	21	44	98	97	216	60	189	38
19667	ENSG00000203825.4	AC239859.1	unprocessed_pseudogene	0	1	3	1	0	0	2	0
19668	ENSG00000203837.5	PNLIPRP3	protein_coding	713	42	0	13	3107	0	0	19
19669	ENSG00000203852.3	H3C15	protein_coding	0	1	7	1	4	0	3	1
19670	ENSG00000203855.7	HSD3BP4	unprocessed_pseudogene	5	6	3	6	1	2	22	5
19671	ENSG00000203857.10	HSD3B1	protein_coding	0	0	0	3	0	0	944	0
19672	ENSG00000203858.3	HSD3BP2	unprocessed_pseudogene	0	1	1	2	0	0	0	0
19673	ENSG00000203859.10	HSD3B2	protein_coding	1	3	2	116	0	1	13	2
19674	ENSG00000203864.3	LINC02868	lncRNA	17	0	0	0	0	0	0	0
19675	ENSG00000203865.11	ATP1A1-AS1	lncRNA	177	1050	296	371	498	374	2449	579
19676	ENSG00000203867.8	RBM20	protein_coding	445	133	17	288	6	66	1166	104
19677	ENSG00000203870.5	SMIM9	protein_coding	0	0	0	0	0	1	2	3
19678	ENSG00000203872.7	C6orf163	protein_coding	12	135	51	58	37	39	372	42
19679	ENSG00000203875.13	SNHG5	lncRNA	6851	5469	10877	1072	2430	4695	2939	3398
19680	ENSG00000203876.10	ADD3-AS1	lncRNA	10	83	29	21	1	28	168	30
19681	ENSG00000203877.8	RIPPLY2	protein_coding	0	3	0	2	0	0	1	2
19682	ENSG00000203878.11	CHIAP2	transcribed_unprocessed_pseudogene	0	29	1	1	0	0	1	3
19683	ENSG00000203879.12	GDI1	protein_coding	4168	9299	12823	4285	10841	7449	13845	5309
19684	ENSG00000203880.12	PCMTD2	protein_coding	1216	4570	3156	1857	1249	2195	10439	1582
19685	ENSG00000203883.7	SOX18	protein_coding	805	634	2401	556	888	7638	2680	1049
19686	ENSG00000203896.10	LIME1	protein_coding	25	143	84	33	38	103	396	42
19687	ENSG00000203897.4	SPATA42	lncRNA	2	0	0	0	1	1	0	1
19688	ENSG00000203900.2	AL121827.1	lncRNA	0	0	0	0	0	0	8	0
19689	ENSG00000203907.9	OOEP	protein_coding	2	12	1	26	0	41	105	12
19690	ENSG00000203908.4	KHDC3L	protein_coding	0	1	0	0	0	3	0	0
19691	ENSG00000203909.4	DPPA5	protein_coding	0	1	1	0	0	0	8	0
19692	ENSG00000203910.9	C1orf146	protein_coding	0	11	4	1	1	3	19	3
19693	ENSG00000203914.4	HSP90B3P	processed_pseudogene	7	21	82	8	15	36	48	4
19694	ENSG00000203923.5	SPANXN1	protein_coding	0	0	0	0	0	0	0	0
19695	ENSG00000203926.5	SPANXA2	protein_coding	0	0	0	0	15	0	0	0
19696	ENSG00000203930.12	LINC00632	lncRNA	5	174	63	20	31	8	321	166
19697	ENSG00000203933.3	CXorf66	protein_coding	1	0	0	0	0	0	0	0
19698	ENSG00000203942.5	C10orf62	protein_coding	1	3	3	2	1	2	36	4
19699	ENSG00000203943.9	SAMD13	protein_coding	20	184	59	109	2	40	211	110
19700	ENSG00000203950.6	RTL8A	protein_coding	3035	2882	3392	1005	6439	2225	3664	1420
19701	ENSG00000203952.9	CCDC160	protein_coding	15	46	17	29	0	3	22	25
19702	ENSG00000203963.11	C1orf141	protein_coding	0	3	3	2	2	1	4	0
19703	ENSG00000203965.13	EFCAB7	protein_coding	91	466	518	236	229	145	634	204
19704	ENSG00000203970.4	DEFB110	protein_coding	0	1	0	0	0	0	0	0
19705	ENSG00000203971.2	AL354984.1	lncRNA	0	0	0	0	0	0	0	0
19706	ENSG00000203972.10	GLYATL3	protein_coding	0	0	1	0	0	1	0	0
19707	ENSG00000203985.11	LDLRAD1	protein_coding	30	217	224	13	3	3	20	1
19708	ENSG00000203987.3	AL772363.1	lncRNA	0	4	0	1	0	0	2	0
19709	ENSG00000203989.5	RHOXF2B	protein_coding	0	0	0	0	0	0	4	0
19710	ENSG00000203993.6	ARRDC1-AS1	lncRNA	231	942	479	311	687	547	950	292
19711	ENSG00000203995.10	ZYG11A	protein_coding	100	14	24	11	1	19	299	11
19712	ENSG00000203999.9	LINC01270	lncRNA	2	21	275	9	17	22	260	15
19713	ENSG00000204001.9	LCN8	protein_coding	0	0	12	3	0	16	1	0
19714	ENSG00000204003.8	AL355987.1	protein_coding	0	0	0	0	0	0	0	0
19715	ENSG00000204006.10	C1orf185	protein_coding	0	0	0	0	0	0	2	0
19716	ENSG00000204007.7	GLT6D1	protein_coding	0	0	0	0	0	0	0	0
19717	ENSG00000204010.3	IFIT1B	protein_coding	0	0	2	2	0	0	8	0
19718	ENSG00000204011.5	COL5A1-AS1	lncRNA	0	4	1	0	1	1	0	0
19719	ENSG00000204019.5	CT83	protein_coding	2	21	433	0	0	316	199	2
19720	ENSG00000204020.6	LIPN	protein_coding	17	22	34	2	126	27	13	5
19721	ENSG00000204021.4	LIPK	protein_coding	37	21	33	0	97	0	2	2
19722	ENSG00000204022.9	LIPJ	protein_coding	4	9	2	97	0	1	20	40
19723	ENSG00000204025.8	TRPC5OS	protein_coding	0	0	1	0	0	3	4	1
19724	ENSG00000204031.3	LCN1P2	unprocessed_pseudogene	0	0	0	1	0	1	0	0
19725	ENSG00000204033.10	LRIT2	protein_coding	1	1	1	0	3	1	0	0
19726	ENSG00000204044.6	SLC12A5-AS1	lncRNA	2	0	3	0	0	8	22	0
19727	ENSG00000204049.1	AL391421.1	lncRNA	15	30	11	8	7	9	84	15
19728	ENSG00000204052.4	LRRC73	protein_coding	16	83	211	60	16	196	141	50
19729	ENSG00000204053.6	MYCLP1	processed_pseudogene	0	0	2	1	0	0	0	0
19730	ENSG00000204054.14	LINC00963	lncRNA	703	4386	2802	2398	1180	2892	4229	2104
19731	ENSG00000204055.5	AL158151.1	lncRNA	0	1	0	0	0	0	4	3
19732	ENSG00000204060.7	FOXO6	protein_coding	46	198	232	92	12	46	267	178
19733	ENSG00000204065.3	TCEAL5	protein_coding	6	21	0	5	0	0	13	49
19734	ENSG00000204070.10	SYS1	protein_coding	962	2329	5833	1016	1524	1683	4801	1171
19735	ENSG00000204071.10	TCEAL6	protein_coding	2	6	1	4	1	2	2	127
19736	ENSG00000204072.3	ARMCX7P	transcribed_unprocessed_pseudogene	0	6	10	1	0	2	11	4
19737	ENSG00000204084.13	INPP5B	protein_coding	803	2376	2399	1084	1133	1301	3441	2061
19738	ENSG00000204086.4	RPA4	protein_coding	12	33	7	14	16	35	70	11
19739	ENSG00000204091.8	TDRG1	lncRNA	127	2	1	0	22	0	3	0
19740	ENSG00000204092.2	LINC00951	lncRNA	1	2	0	0	1	0	0	0
19741	ENSG00000204099.12	NEU4	protein_coding	2	19	37	4	0	20	608	6
19742	ENSG00000204103.4	MAFB	protein_coding	5670	1884	2488	461	38934	1664	996	1494
19743	ENSG00000204104.12	TRAF3IP1	protein_coding	398	2325	3411	664	1774	1346	1727	1214
19744	ENSG00000204110.6	LINC02520	lncRNA	0	3	0	0	0	4	8	0
19745	ENSG00000204113.6	BMP2KL	processed_pseudogene	1	5	1	5	1	7	6	6
19746	ENSG00000204116.11	CHIC1	protein_coding	144	1588	285	576	436	1201	1116	1304
19747	ENSG00000204117.2	AL162293.1	lncRNA	1	7	4	0	2	1	5	0
19748	ENSG00000204118.2	NAP1L6P	transcribed_processed_pseudogene	1	0	1	0	0	1	110	2
19749	ENSG00000204120.16	GIGYF2	protein_coding	4061	9159	9323	3940	6705	4356	12473	4484
19750	ENSG00000204121.2	ECEL1P1	unprocessed_pseudogene	0	5	11	0	0	0	53	0
19751	ENSG00000204128.6	C2orf72	protein_coding	29	3614	830	674	10	323	21625	369
19752	ENSG00000204130.14	RUFY2	protein_coding	609	1887	1182	707	1269	827	3627	1181
19753	ENSG00000204131.9	NHSL2	protein_coding	311	1801	1360	574	260	1058	1771	2264
19754	ENSG00000204136.11	GGTA1	protein_coding	901	230	122	48	46	224	178	375
19755	ENSG00000204138.13	PHACTR4	protein_coding	14281	8711	8011	3492	7022	3949	11343	2819
19756	ENSG00000204140.10	CLPSL1	protein_coding	0	1	18	1	1	46	0	3
19757	ENSG00000204147.11	ASAH2B	protein_coding	78	789	541	300	307	200	741	251
19758	ENSG00000204148.3	LINC00474	lncRNA	0	0	0	0	0	0	1	0
19759	ENSG00000204149.13	AGAP6	protein_coding	28	173	83	44	35	87	126	80
19760	ENSG00000204152.14	TIMM23B	protein_coding	97	445	441	128	306	306	427	247
19761	ENSG00000204160.12	ZDHHC18	protein_coding	2745	2263	3200	842	3582	2831	3737	826
19762	ENSG00000204161.14	TMEM273	protein_coding	125	381	350	83	70	346	378	251
19763	ENSG00000204165.6	CXorf65	protein_coding	0	1	9	0	0	0	3	0
19764	ENSG00000204172.12	AGAP9	protein_coding	189	802	385	239	134	357	859	405
19765	ENSG00000204173.11	LRRC37A5P	transcribed_unprocessed_pseudogene	7	10	9	7	4	1	15	4
19766	ENSG00000204174.8	NPY4R	protein_coding	9	11	7	5	0	3	10	18
19767	ENSG00000204175.5	GPRIN2	protein_coding	1141	1221	210	398	6	240	915	219
19768	ENSG00000204176.14	SYT15	protein_coding	216	22	11	9	3	6	61	54
19769	ENSG00000204177.10	BMS1P1	transcribed_unprocessed_pseudogene	273	1203	304	366	130	297	1287	474
19770	ENSG00000204178.11	MACO1	protein_coding	3818	3867	2965	1924	3942	1817	3288	1518
19771	ENSG00000204179.10	PTPN20	protein_coding	113	234	3	128	2	123	56	62
19772	ENSG00000204183.3	GDF5-AS1	lncRNA	0	19	0	9	0	0	14	6
19773	ENSG00000204186.10	ZDBF2	protein_coding	293	1532	1644	704	634	388	9234	1811
19774	ENSG00000204188.7	GGNBP1	transcribed_unitary_pseudogene	2	12	6	0	1	13	32	0
19775	ENSG00000204193.11	TXNDC8	protein_coding	0	0	0	0	1	8	0	0
19776	ENSG00000204194.1	RPL12P1	processed_pseudogene	0	0	0	1	0	1	0	0
19777	ENSG00000204195.4	AWAT1	protein_coding	1	1	0	1	1	1	1	0
19778	ENSG00000204196.5	RPL12P16	processed_pseudogene	0	0	0	0	0	0	0	0
19779	ENSG00000204209.13	DAXX	protein_coding	1753	4416	3317	1511	4445	2643	5001	1133
19780	ENSG00000204217.15	BMPR2	protein_coding	3508	16764	13820	5872	6821	11393	19137	7476
19781	ENSG00000204219.11	TCEA3	protein_coding	1851	8003	734	2541	49	937	2639	2580
19782	ENSG00000204220.12	PFDN6	protein_coding	408	646	1400	315	1692	708	1363	242
19783	ENSG00000204227.5	RING1	protein_coding	830	2457	1429	773	2484	1363	3816	949
19784	ENSG00000204228.4	HSD17B8	protein_coding	1055	557	1002	374	1235	404	1314	348
19785	ENSG00000204231.11	RXRB	protein_coding	1597	3562	2930	1267	2282	1625	4637	1494
19786	ENSG00000204237.5	OXLD1	protein_coding	431	951	717	436	1073	890	1600	315
19787	ENSG00000204241.8	LINC02731	lncRNA	19	22	7	10	6	4	16	101
19788	ENSG00000204246.3	OR13C3	protein_coding	0	0	0	0	0	0	0	0
19789	ENSG00000204248.11	COL11A2	protein_coding	45	178	42	32	31	72	401	42
19790	ENSG00000204250.3	LINC00587	lncRNA	0	0	0	0	0	0	0	0
19791	ENSG00000204252.14	HLA-DOA	protein_coding	560	594	5142	78	200	1940	436	260
19792	ENSG00000204253.4	HNRNPCP2	processed_pseudogene	125	119	365	54	192	128	264	46
19793	ENSG00000204256.14	BRD2	protein_coding	8983	18725	18823	9575	22650	11445	30010	9563
19794	ENSG00000204257.15	HLA-DMA	protein_coding	798	3144	5628	688	485	5634	1716	546
19795	ENSG00000204261.9	PSMB8-AS1	lncRNA	87	303	328	40	80	296	470	87
19796	ENSG00000204262.14	COL5A2	protein_coding	558	10224	41369	2072	16928	16874	19678	4182
19797	ENSG00000204264.12	PSMB8	protein_coding	1318	5072	8776	1399	2682	4065	6290	1061
19798	ENSG00000204267.16	TAP2	protein_coding	1162	1864	4470	531	2268	2067	3644	749
19799	ENSG00000204271.13	SPIN3	protein_coding	217	969	1079	355	21	518	1492	489
19800	ENSG00000204272.13	NBDY	protein_coding	1466	2284	2201	833	2833	2026	2458	1058
19801	ENSG00000204277.1	LINC01993	lncRNA	1	9	6	1	0	10	20	1
19802	ENSG00000204278.12	TMEM235	protein_coding	1	0	1	0	0	3	2	2
19803	ENSG00000204279.7	PAGE3	protein_coding	0	0	0	0	2	0	1	0
19804	ENSG00000204283.4	LINC01973	lncRNA	1	0	1	0	0	4	3	2
19805	ENSG00000204287.14	HLA-DRA	protein_coding	11661	12899	73497	2613	7932	47959	7873	3354
19806	ENSG00000204290.10	BTNL2	protein_coding	1	3	2	0	0	1	7	4
19807	ENSG00000204291.11	COL15A1	protein_coding	1088	8921	21049	2786	2595	41671	19308	9430
19808	ENSG00000204296.11	TSBP1	protein_coding	0	7	0	0	5	3	6	1
19809	ENSG00000204300.7	TMEM225	protein_coding	1	0	0	0	0	0	0	1
19810	ENSG00000204301.6	NOTCH4	protein_coding	594	2427	2364	1633	675	12149	4575	2331
19811	ENSG00000204304.12	PBX2	protein_coding	2437	4460	5539	1543	3585	2523	15335	2470
19812	ENSG00000204305.14	AGER	protein_coding	80	367	188	102	119	191	619	130
19813	ENSG00000204308.8	RNF5	protein_coding	1575	3903	3040	2306	1829	2442	10194	2179
19814	ENSG00000204310.13	AGPAT1	protein_coding	513	3504	2227	1213	1542	1195	7623	1959
19815	ENSG00000204311.15	PJVK	protein_coding	29	149	73	55	54	42	252	86
19816	ENSG00000204314.12	PRRT1	protein_coding	100	376	119	67	36	77	248	201
19817	ENSG00000204315.4	FKBPL	protein_coding	499	303	430	153	479	197	422	127
19818	ENSG00000204316.13	MRPL38	protein_coding	44	125	143	59	64	170	286	49
19819	ENSG00000204323.5	SMIM5	protein_coding	1497	1867	260	285	16	531	1620	270
19820	ENSG00000204334.7	ERICH2	protein_coding	5	120	12	98	4	4	163	36
19821	ENSG00000204335.4	SP5	protein_coding	53	464	53	117	4	68	112	195
19822	ENSG00000204338.8	CYP21A1P	transcribed_unprocessed_pseudogene	6	33	25	2	1	13	19	31
19823	ENSG00000204344.14	STK19	protein_coding	599	688	668	243	478	358	677	288
19824	ENSG00000204345.1	CD300LD	protein_coding	0	0	3	0	10	2	0	0
19825	ENSG00000204347.4	BTBD17	protein_coding	1	18	5	2	0	9	13	4
19826	ENSG00000204348.10	DXO	protein_coding	219	904	875	351	557	466	1203	363
19827	ENSG00000204351.12	SKIV2L	protein_coding	2448	4785	5183	1819	4342	2753	8935	2084
19828	ENSG00000204352.4	C9orf129	transcribed_unprocessed_pseudogene	8	27	35	4	3	18	5	10
19829	ENSG00000204356.14	NELFE	protein_coding	2438	3443	3869	1505	5062	2577	5763	1560
19830	ENSG00000204361.10	NXPE2	protein_coding	3	11	6	1	2	0	4	7
19831	ENSG00000204362.6	LINC02783	lncRNA	7	0	27	0	18	1	0	0
19832	ENSG00000204363.5	SPANXN5	protein_coding	0	0	0	0	0	0	0	0
19833	ENSG00000204366.4	ZBTB12	protein_coding	79	134	348	52	33	78	681	53
19834	ENSG00000204368.6	AC245047.1	processed_pseudogene	0	0	0	0	0	0	1	0
19835	ENSG00000204370.13	SDHD	protein_coding	3652	6881	7598	3525	3632	2570	8656	3312
19836	ENSG00000204371.11	EHMT2	protein_coding	2029	4289	6714	1410	3093	1497	6688	1707
19837	ENSG00000204379.11	XAGE1A	protein_coding	0	0	0	0	0	0	10	0
19838	ENSG00000204380.4	PKP4-AS1	lncRNA	33	87	41	22	17	76	149	12
19839	ENSG00000204381.12	LAYN	protein_coding	103	312	310	61	311	942	237	572
19840	ENSG00000204382.11	XAGE1B	protein_coding	0	0	0	0	0	0	5	0
19841	ENSG00000204385.13	SLC44A4	protein_coding	199	56196	15363	12367	499	19474	44544	3205
19842	ENSG00000204386.12	NEU1	protein_coding	1079	4860	6552	1477	3116	2883	22706	1663
19843	ENSG00000204387.14	SNHG32	lncRNA	324	591	1150	270	950	444	1200	358
19844	ENSG00000204388.7	HSPA1B	protein_coding	2908	2246	2956	1795	3012	1178	4701	1192
19845	ENSG00000204389.10	HSPA1A	protein_coding	2836	3376	4552	1834	2390	1925	5459	1792
19846	ENSG00000204390.10	HSPA1L	protein_coding	43	144	229	74	86	55	398	79
19847	ENSG00000204392.11	LSM2	protein_coding	726	1242	2412	703	2042	981	2614	639
19848	ENSG00000204393.7	NOL4L-DT	lncRNA	0	0	0	0	0	1	0	0
19849	ENSG00000204394.13	VARS1	protein_coding	7053	7848	21691	3926	16378	6586	25124	3179
19850	ENSG00000204396.11	VWA7	protein_coding	48	2426	426	724	120	656	3561	475
19851	ENSG00000204397.8	CARD16	protein_coding	129	453	531	138	356	543	394	87
19852	ENSG00000204398.5	AL359649.1	lncRNA	0	0	0	0	0	0	0	1
19853	ENSG00000204399.3	AC012306.1	processed_pseudogene	0	0	0	0	0	0	0	0
19854	ENSG00000204403.9	CASP12	polymorphic_pseudogene	9	21	2	11	2	21	19	31
19855	ENSG00000204406.14	MBD5	protein_coding	749	2831	1511	1052	901	1420	5160	2371
19856	ENSG00000204410.16	MSH5	protein_coding	60	561	410	134	53	239	1179	89
19857	ENSG00000204414.13	CSHL1	protein_coding	0	0	0	0	0	1	0	0
19858	ENSG00000204420.10	MPIG6B	protein_coding	160	94	71	19	30	25	149	35
19859	ENSG00000204421.3	LY6G6C	protein_coding	4294	153	45	10	538	10	71	6
19860	ENSG00000204422.7	AL662899.1	protein_coding	0	0	0	0	0	0	0	0
19861	ENSG00000204424.10	LY6G6F	protein_coding	5	2	0	0	0	1	1	0
19862	ENSG00000204427.12	ABHD16A	protein_coding	50	151	100	43	40	58	297	43
19863	ENSG00000204428.12	LY6G5C	protein_coding	53	93	142	75	31	72	202	75
19864	ENSG00000204429.4	AL451142.1	processed_pseudogene	6	4	4	0	4	1	174	0
19865	ENSG00000204434.6	POTEKP	unprocessed_pseudogene	71	49	92	22	126	50	1323	20
19866	ENSG00000204435.15	CSNK2B	protein_coding	387	1006	809	357	924	529	1650	340
19867	ENSG00000204437.7	CTSLP6	unprocessed_pseudogene	0	0	0	0	0	1	2	0
19868	ENSG00000204438.11	GPANK1	protein_coding	334	799	999	352	831	444	1809	346
19869	ENSG00000204439.4	C6orf47	protein_coding	1077	1493	1220	583	1845	910	2811	573
19870	ENSG00000204442.4	FAM155A	protein_coding	19	245	101	42	13	236	967	122
19871	ENSG00000204444.11	APOM	protein_coding	78	172	100	59	123	60	616	78
19872	ENSG00000204446.4	LINC02872	lncRNA	2	2	4	1	0	0	1	1
19873	ENSG00000204449.3	TRIM49C	protein_coding	0	0	0	0	0	0	0	0
19874	ENSG00000204450.8	TRIM64	protein_coding	0	0	0	0	0	0	0	0
19875	ENSG00000204455.7	TRIM51BP	unprocessed_pseudogene	0	0	0	0	0	0	0	0
19876	ENSG00000204456.4	AP003122.1	unprocessed_pseudogene	0	0	0	0	0	0	0	0
19877	ENSG00000204460.3	LINC01854	lncRNA	0	1	6	0	0	0	115	0
19878	ENSG00000204463.13	BAG6	protein_coding	14893	22879	31259	10046	23066	11821	37088	11002
19879	ENSG00000204464.7	C1orf195	lncRNA	12	72	25	29	2	36	74	24
19880	ENSG00000204469.13	PRRC2A	protein_coding	21679	32808	52019	14416	36399	18970	60198	21728
19881	ENSG00000204471.3	TBC1D3P4	unprocessed_pseudogene	0	0	0	1	0	1	1	0
19882	ENSG00000204472.13	AIF1	protein_coding	124	312	649	73	321	770	437	146
19883	ENSG00000204475.10	NCR3	protein_coding	59	41	16	3	4	17	23	2
19884	ENSG00000204478.10	PRAMEF20	protein_coding	0	0	0	0	0	1	0	0
19885	ENSG00000204479.4	PRAMEF17	protein_coding	0	0	0	0	0	0	0	0
19886	ENSG00000204480.8	PRAMEF19	protein_coding	0	0	0	0	0	0	0	0
19887	ENSG00000204481.8	PRAMEF14	protein_coding	0	0	0	0	0	0	0	0
19888	ENSG00000204482.11	LST1	protein_coding	174	213	594	16	160	475	156	43
19889	ENSG00000204498.11	NFKBIL1	protein_coding	285	720	682	318	703	361	1048	391
19890	ENSG00000204501.7	PRAMEF15	protein_coding	0	0	0	0	0	0	0	0
19891	ENSG00000204505.4	PRAMEF9	protein_coding	0	0	0	0	0	0	0	0
19892	ENSG00000204510.5	PRAMEF7	protein_coding	0	0	0	0	1	0	0	0
19893	ENSG00000204511.3	MCCD1	protein_coding	0	0	0	0	0	0	1	2
19894	ENSG00000204514.10	ZNF814	protein_coding	438	2702	1156	1137	680	1010	7171	910
19895	ENSG00000204516.10	MICB	protein_coding	87	149	1416	31	90	826	367	59
19896	ENSG00000204518.2	AADACL4	protein_coding	0	1	0	0	0	0	2	1
19897	ENSG00000204519.11	ZNF551	protein_coding	275	874	1170	376	516	696	2762	489
19898	ENSG00000204520.14	MICA	protein_coding	438	2869	855	540	632	486	1723	878
19899	ENSG00000204524.7	ZNF805	protein_coding	581	1742	1154	629	1030	1109	5074	986
19900	ENSG00000204525.17	HLA-C	protein_coding	8372	37044	66100	10337	41762	42168	52020	15180
19901	ENSG00000204528.3	PSORS1C3	lncRNA	10	346	15	119	8	1115	174	53
19902	ENSG00000204529.4	GUCY2EP	transcribed_unprocessed_pseudogene	0	5	0	0	1	0	3	0
19903	ENSG00000204531.20	POU5F1	protein_coding	38	1258	71	457	63	1402	582	218
19904	ENSG00000204532.7	ZSCAN5C	protein_coding	0	3	4	2	0	6	4	1
19905	ENSG00000204536.14	CCHCR1	protein_coding	634	2292	1491	808	1357	689	2145	487
19906	ENSG00000204538.4	PSORS1C2	protein_coding	81	20	30	13	16	10	31	0
19907	ENSG00000204539.4	CDSN	protein_coding	6	7	2	4	40	6	12	2
19908	ENSG00000204540.11	PSORS1C1	protein_coding	108	201	280	127	168	330	580	49
19909	ENSG00000204542.3	C6orf15	protein_coding	1	16	98	0	51	1	9	1
19910	ENSG00000204544.5	MUC21	protein_coding	291380	4000	146	179	23	49	2	14
19911	ENSG00000204547.7	DEFB122	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	0	1
19912	ENSG00000204548.4	DEFB121	protein_coding	0	0	0	0	0	2	0	0
19913	ENSG00000204555.3	CFTRP3	processed_pseudogene	0	0	0	0	0	0	0	0
19914	ENSG00000204556.4	AL450124.1	unprocessed_pseudogene	1	3	13	5	0	4	0	2
19915	ENSG00000204560.10	DHX16	protein_coding	1448	4620	5844	1649	3636	2206	5843	1404
19916	ENSG00000204564.12	C6orf136	protein_coding	652	1203	1478	775	810	493	1996	469
19917	ENSG00000204568.12	MRPS18B	protein_coding	2007	3771	7650	2302	3761	2174	6220	1675
19918	ENSG00000204569.10	PPP1R10	protein_coding	3595	13776	9858	4151	7748	4637	14909	3482
19919	ENSG00000204571.6	KRTAP5-11	protein_coding	0	2	1	0	0	0	4	1
19920	ENSG00000204572.10	KRTAP5-10	protein_coding	1	7	0	3	1	1	2	10
19921	ENSG00000204574.14	ABCF1	protein_coding	2674	7614	12886	3643	9709	6110	21684	3808
19922	ENSG00000204576.12	PRR3	protein_coding	323	749	1064	380	570	567	2481	421
19923	ENSG00000204577.11	LILRB3	protein_coding	31	206	1057	51	238	567	612	175
19924	ENSG00000204580.13	DDR1	protein_coding	19440	45006	40143	13954	21169	15962	34367	4915
19925	ENSG00000204581.3	ACOXL-AS1	lncRNA	7	25	12	21	10	25	29	31
19926	ENSG00000204583.10	LRCOL1	protein_coding	4	7	2	2	1	1	5	3
19927	ENSG00000204584.1	AC027801.1	lncRNA	12	72	139	63	12	27	89	35
19928	ENSG00000204588.5	LINC01123	lncRNA	22	125	211	147	62	42	523	36
19929	ENSG00000204590.12	GNL1	protein_coding	1552	3834	3565	1683	3617	2960	5849	3116
19930	ENSG00000204592.9	HLA-E	protein_coding	20475	43088	56072	11333	50690	60703	50705	21111
19931	ENSG00000204595.1	DPRX	protein_coding	1	0	0	0	0	0	3	0
19932	ENSG00000204599.14	TRIM39	protein_coding	409	800	673	324	500	378	1130	462
19933	ENSG00000204603.7	LINC01257	lncRNA	1	1	1	0	0	1	117	1
19934	ENSG00000204604.12	ZNF468	protein_coding	464	3237	3178	1149	548	212	11897	580
19935	ENSG00000204610.13	TRIM15	protein_coding	0	263	1911	10	3	1265	6640	8
19936	ENSG00000204611.7	ZNF616	protein_coding	358	1088	1078	395	821	331	1754	365
19937	ENSG00000204612.1	FOXB2	protein_coding	0	2	0	0	1	1	3	3
