Ensambel	Gene Name	Gene Type	Normal-1	Normal-2	Normal-3	Normal-4	Tumor-1	Tumor-2	Tumor-3	Tumor-4
43570	ENSG00000257056.3	LINC02282	lncRNA	0	0	0	0	0	0	0	1
43571	ENSG00000257057.3	C11orf97	protein_coding	0	0	1	0	0	1	13	1
43572	ENSG00000257058.1	AP001363.2	lncRNA	2	30	0	5	10	3	18	7
43573	ENSG00000257060.7	AC091078.1	lncRNA	13	7	4	1	15	5	15	12
43574	ENSG00000257062.6	AC022335.1	protein_coding	0	0	6	0	0	0	1	0
43575	ENSG00000257065.1	AL049844.1	protein_coding	0	8	1	2	0	2	3	0
43576	ENSG00000257067.6	LINC02703	lncRNA	0	0	0	0	0	0	0	0
43577	ENSG00000257069.6	KCNK4-TEX40	lncRNA	0	0	0	0	0	0	2	0
43578	ENSG00000257070.1	AP003170.5	processed_pseudogene	0	13	6	9	2	5	12	3
43579	ENSG00000257074.3	RPL29P33	processed_pseudogene	28	14	29	5	25	15	12	7
43580	ENSG00000257075.1	RPEP6	processed_pseudogene	0	0	1	0	0	0	2	0
43581	ENSG00000257078.1	AC006512.2	processed_pseudogene	0	0	0	0	1	0	4	1
43582	ENSG00000257083.7	AC073530.1	lncRNA	3	9	1	2	5	2	22	2
43583	ENSG00000257084.1	MIR200CHG	lncRNA	82	249	66	105	424	80	169	25
43584	ENSG00000257086.1	AP001453.2	lncRNA	6	22	19	3	17	6	61	3
43585	ENSG00000257087.1	AP003174.3	processed_pseudogene	0	0	0	1	0	0	0	0
43586	ENSG00000257093.7	DENND11	protein_coding	3419	16354	5723	6614	1037	4763	7246	3976
43587	ENSG00000257094.1	AC016957.1	processed_pseudogene	1	11	0	2	1	0	9	1
43588	ENSG00000257095.1	AC084361.1	lncRNA	0	0	0	0	0	0	0	0
43589	ENSG00000257096.1	AL161747.2	lncRNA	0	0	0	0	0	0	0	0
43590	ENSG00000257097.1	CLIP1-AS1	lncRNA	16	36	11	15	10	9	77	21
43591	ENSG00000257101.1	LRRC37A13P	processed_pseudogene	0	0	1	0	1	0	1	0
43592	ENSG00000257103.8	LSM14A	protein_coding	3513	8433	8001	3299	7533	7791	18891	4411
43593	ENSG00000257105.1	AC006581.1	lncRNA	0	0	1	0	0	0	2	1
43594	ENSG00000257108.2	NHLRC4	protein_coding	11	19	16	7	4	19	38	10
43595	ENSG00000257109.3	OR4F28P	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43596	ENSG00000257113.1	AC090502.1	processed_pseudogene	0	1	1	0	0	1	2	0
43597	ENSG00000257114.3	LINC02450	lncRNA	0	0	4	1	4	4	46	0
43598	ENSG00000257115.1	OR11H12	protein_coding	0	0	0	0	0	0	0	0
43599	ENSG00000257119.1	EEF1B2P4	processed_pseudogene	4	1	2	0	2	1	1	1
43600	ENSG00000257120.1	AL356756.1	lncRNA	0	0	0	0	0	0	1	0
43601	ENSG00000257121.1	AC126615.2	processed_pseudogene	0	4	0	0	1	7	26	1
43602	ENSG00000257122.5	RRN3P3	transcribed_unprocessed_pseudogene	164	951	347	360	210	714	1276	350
43603	ENSG00000257124.2	AC093025.1	lncRNA	0	0	0	1	0	0	3	0
43604	ENSG00000257125.1	KRT127P	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43605	ENSG00000257126.6	FOXG1-AS1	lncRNA	1	6	1	69	2	2	2	34
43606	ENSG00000257127.6	CLLU1	lncRNA	8	6	3	0	2	10	5	0
43607	ENSG00000257128.1	AC006197.1	processed_pseudogene	0	0	0	0	0	0	0	1
43608	ENSG00000257129.1	AC126177.1	transcribed_processed_pseudogene	0	0	0	0	0	0	0	0
43609	ENSG00000257135.7	ODC1-DT	lncRNA	7	105	529	21	26	51	748	69
43610	ENSG00000257137.7	LINC02874	lncRNA	1	2	3	0	4	0	0	0
43611	ENSG00000257138.1	TAS2R38	protein_coding	0	0	8	0	3	9	46	0
43612	ENSG00000257139.1	LINC02821	lncRNA	2	1	1	2	5	0	2	2
43613	ENSG00000257142.1	AL512310.1	unprocessed_pseudogene	1	0	1	0	0	0	0	0
43614	ENSG00000257146.1	AC079905.2	processed_pseudogene	0	2	0	2	0	0	0	1
43615	ENSG00000257150.3	PGAM1P5	transcribed_processed_pseudogene	14	108	11	98	3	18	114	36
43616	ENSG00000257155.1	AL163973.2	lncRNA	0	0	0	0	0	0	0	0
43617	ENSG00000257157.1	AC018659.2	processed_pseudogene	0	0	0	0	0	0	3	0
43618	ENSG00000257159.1	AC084033.1	processed_pseudogene	0	6	13	2	1	1	8	0
43619	ENSG00000257162.6	MED15P6	transcribed_processed_pseudogene	0	0	1	0	0	1	72	0
43620	ENSG00000257164.5	LINC02451	lncRNA	0	0	0	0	0	0	0	0
43621	ENSG00000257165.5	AC079362.1	lncRNA	0	0	0	0	0	0	0	0
43622	ENSG00000257167.2	TMPO-AS1	lncRNA	58	147	338	88	211	91	542	36
43623	ENSG00000257169.1	AC125612.1	processed_pseudogene	0	1	2	3	0	10	20	7
43624	ENSG00000257171.2	CR383658.2	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	0	0
43625	ENSG00000257173.1	AK6P2	processed_pseudogene	1	2	0	0	0	1	0	0
43626	ENSG00000257175.2	CR383656.1	processed_pseudogene	3	1	12	2	5	3	10	0
43627	ENSG00000257176.3	AC009318.1	lncRNA	25	217	75	83	30	63	377	91
43628	ENSG00000257178.5	AC103702.1	lncRNA	4	103	12	9	2	66	117	43
43629	ENSG00000257179.1	HMGN2P6	processed_pseudogene	7	24	10	26	12	12	25	30
43630	ENSG00000257180.1	AC009135.1	lncRNA	0	1	0	0	0	0	0	0
43631	ENSG00000257181.1	AC025423.4	lncRNA	0	0	0	0	0	0	0	0
43632	ENSG00000257183.1	AC090502.2	lncRNA	0	0	0	0	0	1	3	2
43633	ENSG00000257184.3	AC004080.3	protein_coding	0	0	0	0	0	0	0	0
43634	ENSG00000257185.2	LINC02293	lncRNA	1	1	4	0	0	0	173	0
43635	ENSG00000257191.1	AC090709.1	lncRNA	0	0	18	0	1	4	42	0
43636	ENSG00000257193.1	LINC02385	lncRNA	0	0	0	0	0	0	2	0
43637	ENSG00000257194.2	AC126178.1	lncRNA	0	18	1	1	0	26	3	0
43638	ENSG00000257195.1	HNRNPA1P50	processed_pseudogene	34	59	24	12	27	22	50	19
43639	ENSG00000257198.6	FAM205BP	transcribed_unprocessed_pseudogene	0	2	1	0	0	0	1	1
43640	ENSG00000257199.2	AC025161.1	processed_pseudogene	6	3	12	1	6	2	4	0
43641	ENSG00000257202.1	AC084398.2	lncRNA	1	0	2	0	4	2	4	5
43642	ENSG00000257207.5	AC112229.3	protein_coding	0	0	0	0	0	0	0	0
43643	ENSG00000257210.1	NACAP8	processed_pseudogene	6	4	7	1	7	1	5	4
43644	ENSG00000257218.6	GATC	protein_coding	467	1462	2161	637	1389	1180	2114	650
43645	ENSG00000257219.6	LNCOG	lncRNA	0	0	8	2	65	9	10	3
43646	ENSG00000257220.1	PRXL2AP1	processed_pseudogene	0	0	1	0	0	0	0	0
43647	ENSG00000257221.4	AC007569.1	lncRNA	6	25	126	4	22	203	74	20
43648	ENSG00000257222.1	AC079907.1	lncRNA	2	29	10	3	5	3	23	0
43649	ENSG00000257224.1	CR383656.2	transcribed_processed_pseudogene	0	0	0	0	0	0	0	0
43650	ENSG00000257225.1	AC079601.1	lncRNA	1	3	2	1	2	1	19	6
43651	ENSG00000257226.2	AC079584.2	lncRNA	1	6	3	0	0	15	12	0
43652	ENSG00000257228.5	AC090531.1	lncRNA	2	1	0	0	0	0	0	2
43653	ENSG00000257230.1	LINC02448	lncRNA	5	2	1	0	3	2	3	0
43654	ENSG00000257231.1	DYNLL1P4	processed_pseudogene	0	8	1	3	1	2	17	1
43655	ENSG00000257235.1	AC078814.1	lncRNA	0	0	0	0	0	0	0	0
43656	ENSG00000257237.1	AC018448.1	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43657	ENSG00000257239.1	AC090630.1	lncRNA	0	0	0	0	0	1	0	0
43658	ENSG00000257241.1	AC078922.1	lncRNA	0	18	0	1	2	0	59	0
43659	ENSG00000257242.8	LINC01619	lncRNA	6	62	48	27	13	83	143	22
43660	ENSG00000257243.1	AC020612.1	processed_pseudogene	8	16	16	11	8	27	48	4
43661	ENSG00000257246.1	PHBP19	processed_pseudogene	26	156	49	52	23	108	204	60
43662	ENSG00000257252.6	AC124947.1	lncRNA	3	10	7	4	0	3	100	2
43663	ENSG00000257253.2	AC131157.1	lncRNA	0	1	0	1	46	0	0	0
43664	ENSG00000257254.1	AC010202.1	processed_pseudogene	0	0	0	0	0	1	3	0
43665	ENSG00000257256.1	AC008147.1	lncRNA	2	84	10	31	1	40	74	17
43666	ENSG00000257258.2	AC012150.1	lncRNA	0	6	1	1	0	10	25	2
43667	ENSG00000257259.3	LINC02388	lncRNA	1	2	2	5	2	1	14	0
43668	ENSG00000257261.6	AC008014.1	lncRNA	23	114	58	78	106	101	222	63
43669	ENSG00000257262.1	AC023511.1	lncRNA	0	2	0	4	0	0	3	2
43670	ENSG00000257264.5	AC136443.3	lncRNA	0	1	0	0	2	1	6	0
43671	ENSG00000257265.1	AC123905.1	lncRNA	0	0	3	0	0	0	62	0
43672	ENSG00000257267.3	ZNF271P	transcribed_unitary_pseudogene	824	2940	2425	1480	1978	1495	4034	1621
43673	ENSG00000257268.1	AC002375.1	lncRNA	0	0	1	0	0	0	2	1
43674	ENSG00000257270.1	AL928654.2	lncRNA	47	185	56	76	53	37	233	50
43675	ENSG00000257271.1	KIRREL3-AS1	lncRNA	0	0	1	0	0	0	0	0
43676	ENSG00000257272.1	AL162311.1	lncRNA	4	10	5	5	2	3	9	6
43677	ENSG00000257275.6	AL139020.1	lncRNA	27	16	0	0	0	2	12	1
43678	ENSG00000257277.2	AC092652.1	lncRNA	2	40	3	13	1	13	11	5
43679	ENSG00000257279.1	AC127164.1	lncRNA	6	117	11	52	2	27	51	26
43680	ENSG00000257281.1	AC009729.1	processed_pseudogene	0	0	0	2	4	3	3	2
43681	ENSG00000257283.1	AC012464.1	lncRNA	4	22	15	5	4	6	19	7
43682	ENSG00000257284.1	AC013437.1	lncRNA	0	4	2	0	0	5	6	1
43683	ENSG00000257285.6	AL132780.1	lncRNA	28	240	60	89	25	39	158	78
43684	ENSG00000257286.1	AC089999.1	lncRNA	0	0	0	0	0	0	0	0
43685	ENSG00000257287.1	H3P35	processed_pseudogene	1	0	0	0	0	0	0	0
43686	ENSG00000257288.1	AC068305.1	processed_pseudogene	0	3	0	2	0	0	2	0
43687	ENSG00000257289.1	AC025423.5	processed_pseudogene	0	6	1	24	1	14	6	5
43688	ENSG00000257292.2	AC117372.1	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43689	ENSG00000257294.2	AC080011.1	lncRNA	0	0	1	0	1	1	0	0
43690	ENSG00000257296.1	AC093027.1	processed_pseudogene	0	0	0	0	0	0	0	0
43691	ENSG00000257298.1	AC008147.2	lncRNA	41	722	78	181	97	358	749	108
43692	ENSG00000257300.1	HAUS8P1	processed_pseudogene	0	0	0	0	0	0	0	0
43693	ENSG00000257302.1	FAHD2P1	processed_pseudogene	0	33	49	7	0	17	76	0
43694	ENSG00000257303.2	AC073896.2	lncRNA	18	101	48	37	22	45	88	28
43695	ENSG00000257307.1	AL162311.2	processed_pseudogene	5	7	16	10	11	11	20	4
43696	ENSG00000257308.1	AC090017.1	processed_pseudogene	0	4	0	1	1	0	0	0
43697	ENSG00000257310.1	AL589743.1	lncRNA	0	0	0	0	0	0	0	0
43698	ENSG00000257315.3	ZBED6	protein_coding	46	206	45	45	60	65	298	47
43699	ENSG00000257316.1	ASS1P14	processed_pseudogene	0	2	4	2	0	3	5	0
43700	ENSG00000257319.1	AC008127.1	lncRNA	0	0	0	0	0	1	0	0
43701	ENSG00000257322.6	AC138123.1	lncRNA	2	4	5	3	0	1	25	2
43702	ENSG00000257323.1	AC123904.2	processed_pseudogene	0	0	0	4	0	2	0	0
43703	ENSG00000257325.1	AC138360.1	lncRNA	0	0	0	0	0	0	0	0
43704	ENSG00000257327.1	AC012555.1	lncRNA	0	1	2	0	0	2	2	0
43705	ENSG00000257329.1	AC011611.2	lncRNA	10	3	4	0	2	1	0	3
43706	ENSG00000257331.1	RACGAP1P1	processed_pseudogene	1	1	14	1	1	3	0	2
43707	ENSG00000257332.1	HNRNPA1P69	processed_pseudogene	2	0	4	1	0	1	0	1
43708	ENSG00000257335.8	MGAM	protein_coding	10	6097	2043	115	55	198	462	23
43709	ENSG00000257336.1	PRELID2P1	processed_pseudogene	0	1	3	0	4	1	3	0
43710	ENSG00000257337.7	AC068888.1	lncRNA	56	628	230	186	46	248	932	595
43711	ENSG00000257341.5	AL928654.3	protein_coding	4	29	1	3	0	0	9	7
43712	ENSG00000257342.1	AC025165.2	lncRNA	0	0	0	0	0	0	0	0
43713	ENSG00000257343.1	AC055716.1	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43714	ENSG00000257345.2	LINC02413	lncRNA	0	1	1	1	0	1	3	1
43715	ENSG00000257346.1	AC011603.1	lncRNA	0	1	0	0	1	1	2	1
43716	ENSG00000257350.1	AC027287.1	processed_pseudogene	2	1	3	0	1	1	1	0
43717	ENSG00000257354.2	AC048341.1	lncRNA	57	434	201	182	115	216	616	171
43718	ENSG00000257355.1	AC008770.1	protein_coding	0	0	0	0	0	0	0	0
43719	ENSG00000257356.2	BNIP3P6	processed_pseudogene	0	0	0	0	0	0	0	0
43720	ENSG00000257359.1	AC073863.1	lncRNA	0	0	0	1	0	0	2	0
43721	ENSG00000257360.1	AC123567.1	processed_pseudogene	0	0	2	1	0	0	0	0
43722	ENSG00000257364.1	VENTXP3	processed_pseudogene	0	0	0	0	0	0	0	0
43723	ENSG00000257365.8	FNTB	protein_coding	524	507	593	203	432	185	655	237
43724	ENSG00000257366.1	AC138969.2	lncRNA	0	0	1	1	0	0	0	0
43725	ENSG00000257368.2	AC063924.1	processed_pseudogene	0	1	0	2	1	0	8	0
43726	ENSG00000257373.1	AC012038.1	lncRNA	0	0	0	0	0	2	0	0
43727	ENSG00000257376.1	AC079601.2	processed_pseudogene	6	28	13	16	14	14	51	13
43728	ENSG00000257378.1	AC025154.1	lncRNA	0	0	0	0	0	0	0	0
43729	ENSG00000257379.1	AC023509.1	lncRNA	0	0	0	0	0	0	0	0
43730	ENSG00000257381.3	MIR3179-2	miRNA	0	0	0	0	0	0	0	0
43731	ENSG00000257384.1	AC009779.1	processed_pseudogene	0	3	2	1	0	2	5	1
43732	ENSG00000257386.1	AC025257.1	lncRNA	0	0	0	0	0	0	0	0
43733	ENSG00000257389.1	AC107016.1	processed_pseudogene	0	0	0	0	0	8	0	0
43734	ENSG00000257390.5	AC023055.1	protein_coding	1	5	3	2	1	0	2	1
43735	ENSG00000257391.1	AC126763.1	lncRNA	0	1	2	0	0	7	162	2
43736	ENSG00000257392.1	AC126177.2	unprocessed_pseudogene	0	0	0	0	0	0	2	0
43737	ENSG00000257395.1	AL512310.2	lncRNA	0	0	0	0	0	0	3	0
43738	ENSG00000257398.8	AC126177.3	lncRNA	4	4	2	2	2	2	1	23
43739	ENSG00000257400.1	AC023161.1	lncRNA	0	0	0	0	0	1	1	0
43740	ENSG00000257402.2	KRT126P	unprocessed_pseudogene	1	0	0	0	0	0	0	0
43741	ENSG00000257403.2	AC008740.1	unprocessed_pseudogene	10	4	8	5	5	10	20	3
43742	ENSG00000257404.1	AC107016.2	processed_pseudogene	0	0	0	0	0	2	0	0
43743	ENSG00000257405.1	AC079600.1	processed_pseudogene	0	1	5	0	3	1	1	0
43744	ENSG00000257407.1	AC009803.1	lncRNA	0	3	2	0	0	0	0	0
43745	ENSG00000257408.2	AC092375.1	transcribed_unprocessed_pseudogene	0	7	3	0	0	2	2	2
43746	ENSG00000257410.1	AC089984.1	lncRNA	0	0	0	0	0	0	0	0
43747	ENSG00000257411.2	AC034102.2	protein_coding	0	0	0	0	0	0	0	0
43748	ENSG00000257414.1	OR6C73P	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43749	ENSG00000257415.1	AC084364.1	processed_pseudogene	1	0	0	0	0	0	0	0
43750	ENSG00000257426.1	AC126177.4	unprocessed_pseudogene	0	0	0	0	0	0	2	0
43751	ENSG00000257429.1	AC074031.1	lncRNA	0	0	0	0	0	0	2	0
43752	ENSG00000257431.1	AC089998.1	lncRNA	0	3	0	3	0	0	6	2
43753	ENSG00000257432.1	AL512310.3	processed_pseudogene	0	0	1	0	0	0	3	0
43754	ENSG00000257433.6	AC004241.1	lncRNA	677	98	33	31	14	21	69	28
43755	ENSG00000257434.1	AC073525.1	lncRNA	0	0	0	1	0	0	6	0
43756	ENSG00000257435.1	AC087311.1	lncRNA	0	0	0	0	0	0	0	0
43757	ENSG00000257438.1	AC011595.1	lncRNA	2	7	0	2	1	9	11	9
43758	ENSG00000257443.1	AC068305.2	lncRNA	4	9	22	7	38	6	13	3
43759	ENSG00000257444.1	SETP7	processed_pseudogene	0	0	2	0	0	1	1	0
43760	ENSG00000257446.4	ZNF878	protein_coding	12	24	12	39	2	9	80	12
43761	ENSG00000257449.1	AC034102.3	lncRNA	1	8	0	0	1	1	1	10
43762	ENSG00000257452.1	AC004551.1	lncRNA	0	14	2	1	13	13	19	2
43763	ENSG00000257453.1	AC011611.3	lncRNA	0	2	2	0	6	7	4	0
43764	ENSG00000257454.1	AC025575.1	lncRNA	0	0	2	0	0	0	70	0
43765	ENSG00000257456.1	AC009320.1	lncRNA	0	5	0	6	8	5	1	16
43766	ENSG00000257458.1	AC069437.1	lncRNA	2	0	0	0	0	0	2	5
43767	ENSG00000257464.1	AC125611.1	processed_pseudogene	0	16	1	8	2	22	15	5
43768	ENSG00000257465.2	ELOCP32	processed_pseudogene	0	0	0	0	0	0	0	0
43769	ENSG00000257467.6	PPFIA2-AS1	lncRNA	0	5	1	2	0	0	2	9
43770	ENSG00000257470.2	AC007656.1	lncRNA	0	2	0	0	0	0	2	0
43771	ENSG00000257472.1	AL355112.1	lncRNA	2	5	2	2	0	2	0	1
43772	ENSG00000257474.5	AC027288.1	lncRNA	3	6	2	4	4	10	33	0
43773	ENSG00000257475.2	AC068888.2	lncRNA	2	18	10	10	2	6	39	5
43774	ENSG00000257476.1	LINC02459	lncRNA	0	0	0	0	0	0	0	0
43775	ENSG00000257477.1	LINC01154	lncRNA	0	3	0	3	0	0	1	6
43776	ENSG00000257480.1	MRPL2P1	processed_pseudogene	0	1	1	0	0	1	1	1
43777	ENSG00000257488.5	LINC02354	lncRNA	1	0	3	0	6	2	5	0
43778	ENSG00000257489.6	AC010203.1	transcribed_unprocessed_pseudogene	28	91	33	28	10	21	118	39
43779	ENSG00000257493.1	AL512310.4	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43780	ENSG00000257494.1	AC004217.1	lncRNA	0	3	2	0	0	0	11	2
43781	ENSG00000257495.5	KRT73-AS1	lncRNA	0	1	0	0	0	0	1	1
43782	ENSG00000257496.1	AC025031.1	lncRNA	0	2	0	1	0	0	6	1
43783	ENSG00000257497.2	AC121761.1	lncRNA	78	77	85	51	40	97	145	32
43784	ENSG00000257500.1	AC055736.1	lncRNA	0	0	1	0	0	0	0	0
43785	ENSG00000257501.6	PAFAH1B2P2	transcribed_processed_pseudogene	0	1	3	0	0	1	18	0
43786	ENSG00000257503.1	CYB5AP5	processed_pseudogene	0	0	0	0	0	0	0	0
43787	ENSG00000257504.1	LINC02297	lncRNA	0	0	0	0	0	0	0	0
43788	ENSG00000257506.1	AC133555.1	unprocessed_pseudogene	0	3	0	7	0	0	0	4
43789	ENSG00000257507.1	LINC02373	lncRNA	1	1	1	0	2	0	7	7
43790	ENSG00000257509.1	AC073487.1	lncRNA	13	58	7	19	5	24	81	16
43791	ENSG00000257510.2	LINC02402	lncRNA	0	1	0	0	0	2	0	0
43792	ENSG00000257511.1	AC084824.1	processed_pseudogene	23	149	87	45	37	72	183	57
43793	ENSG00000257512.1	AC124947.2	transcribed_processed_pseudogene	5	12	117	3	0	59	551	4
43794	ENSG00000257513.7	NPIPB1P	transcribed_unprocessed_pseudogene	2	12	6	2	0	4	7	10
43795	ENSG00000257514.5	AC117505.1	lncRNA	1	0	0	0	0	0	3	0
43796	ENSG00000257515.1	AC011601.1	lncRNA	17	11	4	4	4	6	15	2
43797	ENSG00000257517.1	AC026765.2	lncRNA	1	0	0	3	0	0	0	1
43798	ENSG00000257519.1	AC078880.1	lncRNA	0	0	0	0	1	1	0	0
43799	ENSG00000257520.2	SFTA3	protein_coding	0	0	0	0	0	0	0	0
43800	ENSG00000257522.7	AL133166.1	lncRNA	0	0	4	0	0	2	1	0
43801	ENSG00000257523.3	LINC02326	lncRNA	0	0	8	0	0	1	36	0
43802	ENSG00000257524.6	AL157935.2	protein_coding	2	58	2	8	2	41	12	2
43803	ENSG00000257526.2	AC107032.2	lncRNA	6	4	14	1	7	3	17	5
43804	ENSG00000257527.1	AC126755.1	lncRNA	0	0	0	0	0	0	1	0
43805	ENSG00000257528.1	KRT8P19	processed_pseudogene	1	4	7	2	4	4	4	2
43806	ENSG00000257529.5	RPL36A-HNRNPH2	protein_coding	0	0	0	0	0	0	0	0
43807	ENSG00000257530.1	AC048344.1	lncRNA	0	0	0	0	0	0	0	0
43808	ENSG00000257531.2	AC008147.3	transcribed_processed_pseudogene	18	155	13	35	20	95	112	34
43809	ENSG00000257534.1	AC023794.4	lncRNA	2	32	7	5	4	0	12	0
43810	ENSG00000257539.2	HSPA8P14	processed_pseudogene	5	12	19	3	4	5	36	4
43811	ENSG00000257541.1	LINC02403	lncRNA	0	0	0	0	0	1	4	0
43812	ENSG00000257542.5	OR7E47P	transcribed_unprocessed_pseudogene	0	3	2	2	0	1	3	4
43813	ENSG00000257543.1	AC063948.1	lncRNA	0	6	10	2	2	7	15	3
43814	ENSG00000257545.5	AC079385.1	lncRNA	5	19	2	3	2	7	27	1
43815	ENSG00000257548.1	AC078929.1	lncRNA	0	0	0	0	0	0	0	0
43816	ENSG00000257550.2	AC023509.2	lncRNA	2	9	1	7	0	3	9	4
43817	ENSG00000257551.1	HLX-AS1	lncRNA	0	2	1	1	1	0	0	5
43818	ENSG00000257553.1	AC034102.4	lncRNA	0	0	0	0	0	0	0	0
43819	ENSG00000257556.2	LINC02298	lncRNA	5	47	46	32	8	53	118	18
43820	ENSG00000257557.2	PPP1R12A-AS1	lncRNA	6	69	42	41	22	25	80	49
43821	ENSG00000257558.2	CR383656.3	processed_pseudogene	0	0	0	0	0	0	0	1
43822	ENSG00000257563.1	AC126755.2	lncRNA	0	1	0	0	0	0	2	0
43823	ENSG00000257564.1	AC068993.1	processed_pseudogene	6	4	10	3	3	5	4	0
43824	ENSG00000257568.1	AC079035.1	lncRNA	3	19	2	8	4	8	20	11
43825	ENSG00000257569.1	GSTP1P1	processed_pseudogene	0	6	1	2	5	2	4	0
43826	ENSG00000257570.1	AC020612.2	processed_pseudogene	0	0	0	0	0	0	0	0
43827	ENSG00000257572.1	SSBL3P	processed_pseudogene	0	1	0	2	0	1	0	0
43828	ENSG00000257576.1	HSPD1P4	processed_pseudogene	7	38	211	29	38	57	84	41
43829	ENSG00000257579.1	AC007540.1	lncRNA	1	0	0	0	6	0	2	0
43830	ENSG00000257580.1	AC008055.1	processed_pseudogene	0	1	0	0	0	0	0	0
43831	ENSG00000257582.5	LINC01475	lncRNA	0	9	2	2	0	7	7	5
43832	ENSG00000257585.1	LINC00609	lncRNA	0	0	0	2	0	0	1	0
43833	ENSG00000257586.1	AC018448.2	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43834	ENSG00000257587.1	AC136188.1	lncRNA	0	0	0	0	0	0	0	0
43835	ENSG00000257588.1	AC025154.2	lncRNA	3	246	286	13	0	18	17	2
43836	ENSG00000257591.6	ZNF625	protein_coding	1	13	6	3	1	4	10	3
43837	ENSG00000257594.4	GALNT4	protein_coding	3	99	82	18	8	104	76	10
43838	ENSG00000257595.3	LINC02356	lncRNA	3	7	3	1	1	4	13	3
43839	ENSG00000257596.1	SCAT2	lncRNA	11	44	45	20	21	37	89	14
43840	ENSG00000257599.3	OVCH1-AS1	lncRNA	42	70	108	32	48	68	98	47
43841	ENSG00000257603.1	AC010183.1	lncRNA	0	0	0	0	0	0	0	0
43842	ENSG00000257604.1	AC027288.2	processed_pseudogene	2	3	5	5	2	10	22	0
43843	ENSG00000257605.2	MYG1-AS1	lncRNA	1	3	2	0	0	0	4	0
43844	ENSG00000257607.1	AC073957.2	lncRNA	0	0	0	0	0	0	0	0
43845	ENSG00000257609.1	AC091515.1	processed_pseudogene	0	0	0	0	0	0	0	0
43846	ENSG00000257611.1	AC010182.1	processed_pseudogene	1	3	6	2	4	0	12	0
43847	ENSG00000257612.2	MIR4307HG	lncRNA	0	1	5	0	0	0	250	0
43848	ENSG00000257614.1	AL133304.1	lncRNA	0	2	0	0	0	0	0	0
43849	ENSG00000257616.1	AC055716.2	processed_pseudogene	5	6	10	5	3	5	8	4
43850	ENSG00000257621.8	PSMA3-AS1	lncRNA	560	4126	1193	1358	693	1814	4128	1778
43851	ENSG00000257622.1	AL512356.1	lncRNA	0	0	0	0	0	0	0	0
43852	ENSG00000257624.1	AC004024.1	processed_pseudogene	0	1	6	5	1	4	4	7
43853	ENSG00000257629.1	AC006199.1	processed_pseudogene	1	0	0	0	0	0	0	0
43854	ENSG00000257634.1	AC079310.1	lncRNA	0	0	0	0	0	0	0	1
43855	ENSG00000257635.2	CR383656.4	transcribed_processed_pseudogene	0	0	0	0	0	0	24	0
43856	ENSG00000257636.6	G2E3-AS1	lncRNA	0	4	138	2	461	2	392	0
43857	ENSG00000257639.1	AC005632.2	unprocessed_pseudogene	0	6	0	0	1	1	0	0
43858	ENSG00000257642.1	KCCAT198	lncRNA	0	0	10	0	0	2	9	1
43859	ENSG00000257643.1	AC084824.2	processed_pseudogene	0	6	0	1	1	2	14	6
43860	ENSG00000257644.1	CR383656.5	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43861	ENSG00000257645.1	AC087897.1	processed_pseudogene	3	0	1	0	1	0	0	0
43862	ENSG00000257647.1	AC124312.2	lncRNA	0	0	0	0	0	0	0	0
43863	ENSG00000257648.1	CYCSP30	processed_pseudogene	0	0	0	0	0	0	0	0
43864	ENSG00000257649.1	METTL7AP1	processed_pseudogene	1	0	0	0	0	1	0	0
43865	ENSG00000257653.1	AC117498.1	lncRNA	0	0	0	0	0	0	0	0
43866	ENSG00000257654.1	AC125603.1	lncRNA	0	1	1	0	0	0	1	0
43867	ENSG00000257657.3	AC079950.1	lncRNA	1	0	2	2	1	2	7	0
43868	ENSG00000257658.1	AC004217.2	processed_pseudogene	3	22	7	7	2	7	33	14
43869	ENSG00000257660.5	ADCY6-DT	lncRNA	1	33	41	11	0	18	122	13
43870	ENSG00000257662.1	EIF4A1P12	processed_pseudogene	0	1	0	1	2	1	3	0
43871	ENSG00000257663.1	AC025259.1	lncRNA	0	0	0	0	0	0	1	0
43872	ENSG00000257664.1	RSL24D1P5	processed_pseudogene	0	0	0	0	0	0	0	0
43873	ENSG00000257666.1	CBX3P5	processed_pseudogene	2	12	4	1	1	8	25	1
43874	ENSG00000257668.1	AC084033.2	processed_pseudogene	0	0	1	0	0	0	1	0
43875	ENSG00000257671.1	KRT7-AS	lncRNA	41	607	147	18	1	719	162	7
43876	ENSG00000257672.2	CR383656.6	processed_pseudogene	0	0	0	0	0	0	0	0
43877	ENSG00000257674.1	AC020629.1	processed_pseudogene	0	10	33	6	12	15	27	7
43878	ENSG00000257675.1	BTBD10P1	processed_pseudogene	3	9	8	0	6	8	7	4
43879	ENSG00000257677.2	LINC02464	lncRNA	0	0	0	0	0	1	0	0
